Conflux,CFX,$0.28,https://coinmarketcap.com/currencies/conflux-network/
HUSD,HUSD,$1.00,https://coinmarketcap.com/currencies/husd/
Status,SNT,$0.09,https://coinmarketcap.com/currencies/status/
PAX Gold,PAXG,$1792.39,https://coinmarketcap.com/currencies/pax-gold/
Bitcoin Diamond,BCD,$1.68,https://coinmarketcap.com/currencies/bitcoin-diamond/
iExec RLC,RLC,$3.90,https://coinmarketcap.com/currencies/rlc/
Polkastarter,POLS,$3.73,https://coinmarketcap.com/currencies/polkastarter/
aelf,ELF,$0.55,https://coinmarketcap.com/currencies/aelf/
MX Token,MX,$3.00,https://coinmarketcap.com/currencies/mx-token/
Steem,STEEM,$0.75,https://coinmarketcap.com/currencies/steem/
StormX,STMX,$0.03,https://coinmarketcap.com/currencies/stormx/
Ontology Gas,ONG,$1.09,https://coinmarketcap.com/currencies/ontology-gas/
Band Protocol,BAND,$8.08,https://coinmarketcap.com/currencies/band-protocol/
Powerledger,POWR,$0.61,https://coinmarketcap.com/currencies/power-ledger/
Energy Web Token,EWT,$9.32,https://coinmarketcap.com/currencies/energy-web-token/
ASD,ASD,$0.42,https://coinmarketcap.com/currencies/bitmax-token/
Unibright,UBT,$1.82,https://coinmarketcap.com/currencies/unibright/
Phantasma,SOUL,$2.65,https://coinmarketcap.com/currencies/phantasma/
Badger DAO,BADGER,$23.95,https://coinmarketcap.com/currencies/badger-dao/
HEX,HEX,$0.1596,https://coinmarketcap.com/currencies/hex/
Lido stETH,STETH,"$4,058.49",https://coinmarketcap.com/currencies/steth/
Wrapped BNB,WBNB,$594.90,https://coinmarketcap.com/currencies/wbnb/
Huobi BTC,HBTC,"$54,440.93",https://coinmarketcap.com/currencies/huobi-btc/
WEMIX,WEMIX,$15.83,https://coinmarketcap.com/currencies/wemix/
Symbol,XYM,$0.3473,https://coinmarketcap.com/currencies/symbol/
SafeMoon,SAFEMOON,$0.000002963,https://coinmarketcap.com/currencies/safemoon/
LINK,LN,$242.97,https://coinmarketcap.com/currencies/link/
Ethereum Name Service,ENS,$69.05,https://coinmarketcap.com/currencies/ethereum-name-service/
yOUcash,YOUC,$0.2026,https://coinmarketcap.com/currencies/youcash/
BitDAO,BIT,$2.30,https://coinmarketcap.com/currencies/bitdao/
Creditcoin,CTC,$2.36,https://coinmarketcap.com/currencies/creditcoin/
Frax,FRAX,$1.00,https://coinmarketcap.com/currencies/frax/
Render Token,RNDR,$6.64,https://coinmarketcap.com/currencies/render-token/
MobileCoin,MOB,$14.35,https://coinmarketcap.com/currencies/mobilecoin/
Venus BNB,vBNB,$12.60,https://coinmarketcap.com/currencies/venus-bnb/
Bloktopia,BLOK,$0.12,https://coinmarketcap.com/currencies/bloktopia/
Illuvium,ILV,$1520.45,https://coinmarketcap.com/currencies/illuvium/
Rally,RLY,$0.50,https://coinmarketcap.com/currencies/rally/
Counos X,CCXX,$54.31,https://coinmarketcap.com/currencies/counos-x/
The Transfer Token,TTT,$9.22,https://coinmarketcap.com/currencies/the-transfer-token/
ECOMI,OMI,$0.01,https://coinmarketcap.com/currencies/ecomi/
NXM,NXM,$135.63,https://coinmarketcap.com/currencies/nxm/
Radio Caca,RACA,$0.00,https://coinmarketcap.com/currencies/radio-caca/
Convex Finance,CVX,$23.66,https://coinmarketcap.com/currencies/convex-finance/
DeFiChain,DFI,$2.87,https://coinmarketcap.com/currencies/defichain/
JasmyCoin,JASMY,$0.17,https://coinmarketcap.com/currencies/jasmy/
Liquity USD,LUSD,$1.00,https://coinmarketcap.com/currencies/liquity-usd/
Vulcan Forged PYR,PYR,$35.90,https://coinmarketcap.com/currencies/vulcan-forged-pyr/
Starlink,STARL,$0.00,https://coinmarketcap.com/currencies/star-link/
WhiteCoin,XWC,$0.90,https://coinmarketcap.com/currencies/whitecoin/
Sologenic,SOLO,$3.34,https://coinmarketcap.com/currencies/sologenic/
Alitas,ALT,$10.65,https://coinmarketcap.com/currencies/alitas/
YooShi,YOOSHI,$0.00,https://coinmarketcap.com/currencies/yooshi/
Anchor Protocol,ANC,$3.31,https://coinmarketcap.com/currencies/anchor-protocol/
PlayDapp,PLA,$2.41,https://coinmarketcap.com/currencies/playdapp/
SuperFarm,SUPER,$1.61,https://coinmarketcap.com/currencies/superfarm/
Coin98,C98,$2.90,https://coinmarketcap.com/currencies/coin98/
Wilder World,WILD,$6.85,https://coinmarketcap.com/currencies/wilder-world/
Yield Guild Games,YGG,$7.37,https://coinmarketcap.com/currencies/yield-guild-games/
MOBOX,MBOX,$6.26,https://coinmarketcap.com/currencies/mobox/
Bifrost (BFC),BFC,$0.46,https://coinmarketcap.com/currencies/bifrost/
Keep Network,KEEP,$0.80,https://coinmarketcap.com/currencies/keep-network/
Mask Network,MASK,$15.97,https://coinmarketcap.com/currencies/mask-network/
Rocket Pool,RPL,$45.05,https://coinmarketcap.com/currencies/rocket-pool/
GlitzKoin,GTN,$1.81,https://coinmarketcap.com/currencies/glitzkoin/
Mines of Dalarnia,DAR,$3.62,https://coinmarketcap.com/currencies/mines-of-dalarnia/
Persistence,XPRT,$7.29,https://coinmarketcap.com/currencies/persistence/
Braintrust,BTRST,$5.30,https://coinmarketcap.com/currencies/braintrust/
Tribe,TRIBE,$0.91,https://coinmarketcap.com/currencies/tribe/
Orbit Chain,ORC,$0.71,https://coinmarketcap.com/currencies/orbit-chain/
PlatON,LAT,$0.18,https://coinmarketcap.com/currencies/platon/
Star Atlas,ATLAS,$0.18,https://coinmarketcap.com/currencies/star-atlas/
Bitpanda Ecosystem Token,BEST,$1.06,https://coinmarketcap.com/currencies/bitpanda-ecosystem-token/
Merit Circle,MC,$8.83,https://coinmarketcap.com/currencies/merit-circle/
KOK,KOK,$3.48,https://coinmarketcap.com/currencies/keystone-of-opportunity-knowledge/
RedFOX Labs,RFOX,$0.28,https://coinmarketcap.com/currencies/redfox-labs/
DeversiFi,DVF,$15.04,https://coinmarketcap.com/currencies/deversifi/
Alien Worlds,TLM,$0.40,https://coinmarketcap.com/currencies/alien-worlds/
Trust Wallet Token,TWT,$1.03,https://coinmarketcap.com/currencies/trust-wallet-token/
JOE,JOE,$2.82,https://coinmarketcap.com/currencies/joe/
Pundi X[new],PUNDIX,$1.34,https://coinmarketcap.com/currencies/pundix-new/
KardiaChain,KAI,$0.11,https://coinmarketcap.com/currencies/kardiachain/
Kyber Network Crystal v2,KNC,$1.89,https://coinmarketcap.com/currencies/kyber-network-crystal-v2/
Wrapped NCG (Nine Chronicles Gold),WNCG,$2.82,https://coinmarketcap.com/currencies/wrapped-ncg/
Bonfida,FIDA,$7.44,https://coinmarketcap.com/currencies/bonfida/
Pirate Chain,ARRR,$1.77,https://coinmarketcap.com/currencies/pirate-chain/
Efinity Token,EFI,$1.94,https://coinmarketcap.com/currencies/efinity/
Alchemy Pay,ACH,$0.10,https://coinmarketcap.com/currencies/alchemy-pay/
Seedify.fund,SFUND,$15.26,https://coinmarketcap.com/currencies/seedify-fund/
Chia Network,XCH,$131.01,https://coinmarketcap.com/currencies/chia-network/
RMRK,RMRK,$33.04,https://coinmarketcap.com/currencies/rmrk/
DAO Maker,DAO,$4.85,https://coinmarketcap.com/currencies/dao-maker/
Radicle,RAD,$14.48,https://coinmarketcap.com/currencies/radicle/
Telos,TLOS,$1.08,https://coinmarketcap.com/currencies/telos/
LUKSO,LYXe,$19.26,https://coinmarketcap.com/currencies/lukso/
Frax Share,FXS,$17.88,https://coinmarketcap.com/currencies/frax-share/
BinaryX,BNX,$141.05,https://coinmarketcap.com/currencies/binaryx/
Humanscape,HUM,$0.48,https://coinmarketcap.com/currencies/humanscape/
Centrality,CENNZ,$0.24,https://coinmarketcap.com/currencies/centrality/
e-Radix,EXRD,$0.37,https://coinmarketcap.com/currencies/radix/
Mango Markets,MNGO,$0.27,https://coinmarketcap.com/currencies/mango-markets/
Gitcoin,GTC,$19.22,https://coinmarketcap.com/currencies/gitcoin/
Vectorspace AI,VXV,$7.66,https://coinmarketcap.com/currencies/vectorspace-ai/
Terra Virtua Kolect,TVK,$0.46,https://coinmarketcap.com/currencies/terra-virtua-kolect/
Rari Governance Token,RGT,$23.68,https://coinmarketcap.com/currencies/rari-governance-token/
DerivaDAO,DDX,$10.15,https://coinmarketcap.com/currencies/derivadao/
MCO,MCO,$16.61,https://coinmarketcap.com/currencies/crypto-com/
Ark,ARK,$1.97,https://coinmarketcap.com/currencies/ark/
Stratis,STRAX,$2.00,https://coinmarketcap.com/currencies/stratis/
GameFi,GAFI,$263.16,https://coinmarketcap.com/currencies/gamefi/
Orbs,ORBS,$0.12,https://coinmarketcap.com/currencies/orbs/
TomoChain,TOMO,$2.97,https://coinmarketcap.com/currencies/tomochain/
Prometeus,PROM,$15.70,https://coinmarketcap.com/currencies/prometeus/
Alchemix,ALCX,$308.12,https://coinmarketcap.com/currencies/alchemix/
Ampleforth,AMPL,$1.15,https://coinmarketcap.com/currencies/ampleforth/
Sovryn,SOV,$13.01,https://coinmarketcap.com/currencies/sovryn/
Verasity,VRA,$0.06,https://coinmarketcap.com/currencies/verasity/
Venus,XVS,$21.80,https://coinmarketcap.com/currencies/venus/
Hathor,HTR,$1.37,https://coinmarketcap.com/currencies/hathor/
HedgeTrade,HEDG,$0.7056,https://coinmarketcap.com/currencies/hedgetrade/
Anyswap,ANY,$13.20,https://coinmarketcap.com/currencies/anyswap/
Sapphire,SAPP,$0.456,https://coinmarketcap.com/currencies/sapphire/
Akash Network,AKT,$2.15,https://coinmarketcap.com/currencies/akash-network/
SOMESING,SSX,$0.09714,https://coinmarketcap.com/currencies/somesing/
Electroneum,ETN,$0.01314,https://coinmarketcap.com/currencies/electroneum/
Divi,DIVI,$0.0892,https://coinmarketcap.com/currencies/divi/
Aragon,ANT,$5.89,https://coinmarketcap.com/currencies/aragon/
TrueFi,TRU,$0.4244,https://coinmarketcap.com/currencies/truefi-token/
Augur,REP,$21.11,https://coinmarketcap.com/currencies/augur/
DeFi Land,DFL,$0.39,https://coinmarketcap.com/currencies/defi-land/
Orion Protocol,ORN,$7.19,https://coinmarketcap.com/currencies/orion-protocol/
DeRace,DERC,$6.67,https://coinmarketcap.com/currencies/derace/
Venus BTC,vBTC,$1096.91,https://coinmarketcap.com/currencies/venus-btc/
Numeraire,NMR,$38.28,https://coinmarketcap.com/currencies/numeraire/
Ergo,ERG,$6.99,https://coinmarketcap.com/currencies/ergo/
Dawn Protocol,DAWN,$3.12,https://coinmarketcap.com/currencies/dawn-protocol/
Constellation,DAG,$0.18,https://coinmarketcap.com/currencies/constellation/
Aavegotchi,GHST,$2.78,https://coinmarketcap.com/currencies/aavegotchi/
MVL,MVL,$0.02,https://coinmarketcap.com/currencies/mvl/
MaidSafeCoin,MAID,$0.48,https://coinmarketcap.com/currencies/maidsafecoin/
Ellipsis,EPS,$0.44,https://coinmarketcap.com/currencies/ellipsis/
Dero,DERO,$19.48,https://coinmarketcap.com/currencies/dero/
Keep3rV1,KP3R,$1077.52,https://coinmarketcap.com/currencies/keep3rv1/
ABBC Coin,ABBC,$0.23,https://coinmarketcap.com/currencies/abbc-coin/
SafePal,SFP,$1.96,https://coinmarketcap.com/currencies/safepal/
inSure DeFi,SURE,$0.01,https://coinmarketcap.com/currencies/insure/
QuarkChain,QKC,$0.03,https://coinmarketcap.com/currencies/quarkchain/
Standard Tokenization Protocol,STPT,$0.16,https://coinmarketcap.com/currencies/standard-tokenization-protocol/
FUNToken,FUN,$0.02,https://coinmarketcap.com/currencies/funtoken/
Linear,LINA,$0.05,https://coinmarketcap.com/currencies/linear/
Mirror Protocol,MIR,$2.60,https://coinmarketcap.com/currencies/mirror-protocol/
Decentral Games,DG,$578.29,https://coinmarketcap.com/currencies/decentral-games/
IDEX,IDEX,$0.34,https://coinmarketcap.com/currencies/idex/
Litentry,LIT,$6.41,https://coinmarketcap.com/currencies/litentry/
Everscale,EVER,$0.27,https://coinmarketcap.com/currencies/everscale/
Zenon,ZNN,$31.09,https://coinmarketcap.com/currencies/zenon/
TABOO TOKEN,TABOO,$0.02,https://coinmarketcap.com/currencies/taboo-token/
Qredo,QRDO,$5.84,https://coinmarketcap.com/currencies/qredo/
AIOZ Network,AIOZ,$0.95,https://coinmarketcap.com/currencies/aioz-network/
CRYPTO20,C20,$4.79,https://coinmarketcap.com/currencies/c20/
Metal,MTL,$2.87,https://coinmarketcap.com/currencies/metal/
TitanSwap,TITAN,$3.57,https://coinmarketcap.com/currencies/titanswap/
RSK Infrastructure Framework,RIF,$0.24,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/
Automata Network,ATA,$1.10,https://coinmarketcap.com/currencies/automata-network/
Tether Gold,XAUT,$1798.04,https://coinmarketcap.com/currencies/tether-gold/
Beta Finance,BETA,$1.17,https://coinmarketcap.com/currencies/beta-finance/
Uquid Coin,UQC,$18.60,https://coinmarketcap.com/currencies/uquid-coin/
Star Atlas DAO,POLIS,$8.48,https://coinmarketcap.com/currencies/star-atlas-polis/
Centrifuge,CFG,$1.49,https://coinmarketcap.com/currencies/centrifuge/
MetisDAO,METIS,$101.32,https://coinmarketcap.com/currencies/metisdao/
SingularityNET,AGIX,$0.21,https://coinmarketcap.com/currencies/singularitynet/
Handshake,HNS,$0.41,https://coinmarketcap.com/currencies/handshake/
Enzyme,MLN,$99.64,https://coinmarketcap.com/currencies/enzyme/
DeFi Pulse Index,DPI,$319.23,https://coinmarketcap.com/currencies/defi-pulse-index/
Smooth Love Potion,SLP,$0.06,https://coinmarketcap.com/currencies/smooth-love-potion/
Phala Network,PHA,$0.65,https://coinmarketcap.com/currencies/phala-network/
Molecular Future,MOF,$2.02,https://coinmarketcap.com/currencies/molecular-future/
API3,API3,$4.76,https://coinmarketcap.com/currencies/api3/
Ethernity Chain,ERN,$13.84,https://coinmarketcap.com/currencies/ethernity-chain/
Everipedia,IQ,$0.02,https://coinmarketcap.com/currencies/everipedia/
Biswap,BSW,$1.28,https://coinmarketcap.com/currencies/biswap/
Metadium,META,$0.14,https://coinmarketcap.com/currencies/metadium/
Bloomzed Loyalty Club Ticket,BLCT,$4.55,https://coinmarketcap.com/currencies/bloomzed-token/
Safe,SAFE,$8.29,https://coinmarketcap.com/currencies/safe/
PEAKDEFI,PEAK,$0.16,https://coinmarketcap.com/currencies/peakdefi/
Gemini Dollar,GUSD,$0.99,https://coinmarketcap.com/currencies/gemini-dollar/
